full_item,stage1_code,stage1_name,stage2_code,stage2_name,stage1_label,stage2_label
This submittal covers the supply and installation of acoustic insulation for interior partitions for attic floor and knee wall insulation. All work to comply with conforming to local energy conservation code. Includes vapor retarder on warm side of assembly.,07,Thermal and Moisture Protection,07 20 00,Thermal Insulation,Category 07 - Thermal and Moisture Protection,07 20 00 Thermal Insulation
"VENDOR SUBMITTAL: Vendor submittal: TPO single-ply membrane roofing system 60-mil. Includes all flashings, counterflashings, and edge metal. per FM Global and UL listed roof assembly.",07,Thermal and Moisture Protection,07 50 00,Membrane Roofing,Category 07 - Thermal and Moisture Protection,07 50 00 Membrane Roofing
"Vendor submittal: main electrical switchboard 2000A 480/277V. Generator includes sub-base fuel tank, muffler and weatherproof enclosure. per utility company service entrance requirements.",26,Electrical,26 20 00,Low-Voltage Electrical Distribution,Category 26 - Electrical,26 20 00 Low-Voltage Electrical Distribution
Request for approval: mop basin (service sink) floor-mounted for use for commercial kitchen and break rooms. All fixtures to be water-efficient per WaterSense label. per ADA and ICC/ANSI A117.1 accessibility standard.,22,Plumbing,22 40 00,Plumbing Fixtures,Category 22 - Plumbing,22 40 00 Plumbing Fixtures
PROJECT PROPOSAL: Scope of work includes application of intumescent fireproofing paint for structural steel for exposed structural steel fireproofing. Touch-up painting at all trades damage at project completion.,09,Finishes,09 90 00,Painting and Coating,Category 09 - Finishes,09 90 00 Painting and Coating
"Furnish and install post-tensioning tendons and anchors as indicated on drawings and in accordance with Section 03 20 00. Includes all cutting, bending, placing and tying.",03,Concrete,03 20 00,Concrete Reinforcing,Category 03 - Concrete,03 20 00 Concrete Reinforcing
Subcontractor bid for 1-inch insulated glazing units (IGU) Low-E coated. Location: for curtain wall and storefront glazing systems. Includes structural silicone sealant for wet glazing.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
"Provide all labor, materials and equipment for metal stud framing 3-5/8 inch 20-gauge for bathroom and kitchen wet-area walls. per project specification Section 09 20 00. Partitions to achieve fire rating per UL assembly design.",09,Finishes,09 20 00,Plaster and Gypsum Board,Category 09 - Finishes,09 20 00 Plaster and Gypsum Board
Supply and install crystalline waterproofing admixture for concrete for elevator pit and mechanical room. Surface preparation includes primer coat as recommended by manufacturer. per ASTM D6153 for liquid-applied waterproofing.,07,Thermal and Moisture Protection,07 10 00,Dampproofing and Waterproofing,Category 07 - Thermal and Moisture Protection,07 10 00 Dampproofing and Waterproofing
supply and installation of built-up roofing (BUR) 4-ply asphalt system including all necessary accessories and hardware. per FM Global and UL listed roof assembly.,07,Thermal and Moisture Protection,07 50 00,Membrane Roofing,Category 07 - Thermal and Moisture Protection,07 50 00 Membrane Roofing
"VENDOR SUBMITTAL: Request for approval: copper Type L water supply piping and fittings for use for restroom and kitchen plumbing rough-in. Includes core drilling, firestopping and sleeve installation. per project specification Section 22 10 00.",22,Plumbing,22 10 00,Plumbing Piping and Pumps,Category 22 - Plumbing,22 10 00 Plumbing Piping and Pumps
Scope of work includes installation of hardwood oak strip flooring 3/4-inch solid for restrooms and locker rooms. Moisture testing required per ASTM F2170 before installation.,09,Finishes,09 60 00,Flooring,Category 09 - Finishes,09 60 00 Flooring
"Subcontractor bid for backflow preventer and pressure reducing valve. Location: for restroom and kitchen plumbing rough-in. Includes core drilling, firestopping and sleeve installation.",22,Plumbing,22 10 00,Plumbing Piping and Pumps,Category 22 - Plumbing,22 10 00 Plumbing Piping and Pumps
"Subcontractor bid for blown-in cellulose insulation for attic spaces. Location: for mechanical room pipe and duct insulation. Insulation to be installed without gaps, voids or compression.",07,Thermal and Moisture Protection,07 20 00,Thermal Insulation,Category 07 - Thermal and Moisture Protection,07 20 00 Thermal Insulation
"Subject: Material Submittal – Material submittal for EMT and rigid metal conduit with fittings. Includes all supports, straps and seismic bracing. Refer to per UL listed materials and components.",26,Electrical,26 05 00,Common Work Results for Electrical,Category 26 - Electrical,26 05 00 Common Work Results for Electrical
Subject: Material Submittal – This submittal covers the supply and installation of access doors and panels flush-mounted for main building entry and vestibule. All work to comply with per NFPA 80 fire door assembly standards. Fire-rated assemblies with UL listed label.,08,Openings,08 10 00,Doors and Frames,Category 08 - Openings,08 10 00 Doors and Frames
Furnish and install hollow metal door frames 16-gauge welded as indicated on drawings and per project specification Section 08 10 00. Frames to be set and grouted plumb and square.,08,Openings,08 10 00,Doors and Frames,Category 08 - Openings,08 10 00 Doors and Frames
Supply and install VAV (variable air volume) terminal units with controls for HVAC air distribution throughout building. Insulation: 2-inch fiberglass duct wrap with vapor barrier. per mechanical drawings and duct layout schedule.,23,HVAC,23 30 00,HVAC Air Distribution,Category 23 - HVAC,23 30 00 HVAC Air Distribution
Supply and install epoxy resin flooring for commercial kitchen for commercial kitchen and food prep areas. Transition strips at all flooring material changes. per ASTM F710 for substrate preparation.,09,Finishes,09 60 00,Flooring,Category 09 - Finishes,09 60 00 Flooring
Request for approval: chilled water air handler unit (AHU) with economizer for use for rooftop packaged HVAC installation. Controls: BACnet compatible DDC for building automation integration. per mechanical schedule on drawings.,23,HVAC,23 60 00,Central Cooling Equipment,Category 23 - HVAC,23 60 00 Central Cooling Equipment
Supply and install fire-rated glazing assemblies 60-minute for building lobby and atrium glazing. Includes structural silicone sealant for wet glazing. per project specification Section 08 80 00.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
"Subject: Material Submittal – Scope of work includes supply and installation of welded wire reinforcement WWR 6x6-W2.9xW2.9 for retaining wall and grade beams. Includes all cutting, bending, placing and tying.",03,Concrete,03 20 00,Concrete Reinforcing,Category 03 - Concrete,03 20 00 Concrete Reinforcing
"Supply and install mineral wool semi-rigid insulation board for attic floor and knee wall insulation. Insulation to be installed without gaps, voids or compression. per project specification Section 07 20 00.",07,Thermal and Moisture Protection,07 20 00,Thermal Insulation,Category 07 - Thermal and Moisture Protection,07 20 00 Thermal Insulation
Request for approval: galvanized sheet metal ductwork rectangular and round for use for commercial kitchen ventilation system. Insulation: 2-inch fiberglass duct wrap with vapor barrier. per SMACNA HVAC Duct Construction Standards.,23,HVAC,23 30 00,HVAC Air Distribution,Category 23 - HVAC,23 30 00 HVAC Air Distribution
"VENDOR SUBMITTAL: This submittal covers the fabrication and installation of plywood concrete formwork system for cast-in-place concrete columns. All work to comply with per ACI 347 standards. Includes form stripping, cleaning, and concrete surface patching.",03,Concrete,03 10 00,Concrete Forming and Accessories,Category 03 - Concrete,03 10 00 Concrete Forming and Accessories
"Supply and install wall-hung lavatory sink with faucet for ADA-compliant accessible restroom. Includes all trim, supplies, stops and connection fittings. per ADA and ICC/ANSI A117.1 accessibility standard.",22,Plumbing,22 40 00,Plumbing Fixtures,Category 22 - Plumbing,22 40 00 Plumbing Fixtures
Scope of work includes furnishing and laying of luxury vinyl plank (LVP) flooring click-lock system for office spaces and conference rooms. Adhesive to be low-VOC per LEED IEQ requirements.,09,Finishes,09 60 00,Flooring,Category 09 - Finishes,09 60 00 Flooring
Subcontractor bid for hollow metal door frames 16-gauge welded. Location: for interior and exterior door openings per door schedule. Fire-rated assemblies with UL listed label.,08,Openings,08 10 00,Doors and Frames,Category 08 - Openings,08 10 00 Doors and Frames
Subcontractor bid for vinyl casement windows with Low-E glass. Location: for high-rise building perimeter. Color: clear anodized aluminum or custom RAL color.,08,Openings,08 50 00,Windows,Category 08 - Openings,08 50 00 Windows
"Provide all labor, materials and equipment for elastomeric exterior wall coating for exposed structural steel fireproofing. per project specification Section 09 90 00. Touch-up painting at all trades damage at project completion.",09,Finishes,09 90 00,Painting and Coating,Category 09 - Finishes,09 90 00 Painting and Coating
Proposal for procurement and installation of triple-glazed high-performance IGU for building lobby and atrium glazing. Mock-up panel required for architect approval before production.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
supply and installation of water-cooled centrifugal chiller 500-ton including all necessary accessories and hardware. per mechanical schedule on drawings.,23,HVAC,23 60 00,Central Cooling Equipment,Category 23 - HVAC,23 60 00 Central Cooling Equipment
"Subject: Material Submittal – Material submittal for steel panel forms for walls. Includes all bracing, wedges, and form oil. Refer to per project specification Section 03 10 00.",03,Concrete,03 10 00,Concrete Forming and Accessories,Category 03 - Concrete,03 10 00 Concrete Forming and Accessories
Vendor submittal: back-painted decorative glass panels. Glass thickness and type per structural analysis for wind loads. per ASTM C1048 for flat glass specifications.,08,Openings,08 80 00,Glazing,Category 08 - Openings,08 80 00 Glazing
Subcontractor bid for insulated chilled water piping for plumbing. Location: for mechanical room plumbing connections. Insulation on all hot and cold water piping per specification.,22,Plumbing,22 10 00,Plumbing Piping and Pumps,Category 22 - Plumbing,22 10 00 Plumbing Piping and Pumps
SCOPE OF WORK DESCRIPTION: furnishing and finishing of shaft wall liner and C-H stud system including all necessary accessories and hardware. per project specification Section 09 20 00.,09,Finishes,09 20 00,Plaster and Gypsum Board,Category 09 - Finishes,09 20 00 Plaster and Gypsum Board
